CUBE_ID,TABLE_ID
EBA_FINREP_EBA_F_19.00.e_FINREP_2.9,EBA_FINREP_EBA_F_19.00.e_FINREP_2.9
EBA_FINREP_EBA_F_23.01_FINREP_2.9,EBA_FINREP_EBA_F_23.01_FINREP_2.9
EBA_FINREP_EBA_F_23.02_FINREP_2.9,EBA_FINREP_EBA_F_23.02_FINREP_2.9
EBA_FINREP_EBA_F_23.03_FINREP_2.9,EBA_FINREP_EBA_F_23.03_FINREP_2.9
EBA_FINREP_EBA_F_23.04_FINREP_2.9,EBA_FINREP_EBA_F_23.04_FINREP_2.9
EBA_FINREP_EBA_F_23.05_FINREP_2.9,EBA_FINREP_EBA_F_23.05_FINREP_2.9
EBA_FINREP_EBA_F_23.06_FINREP_2.9,EBA_FINREP_EBA_F_23.06_FINREP_2.9
EBA_FINREP_EBA_F_24.01_FINREP_2.9,EBA_FINREP_EBA_F_24.01_FINREP_2.9
EBA_FINREP_EBA_F_24.02_FINREP_2.9,EBA_FINREP_EBA_F_24.02_FINREP_2.9
EBA_FINREP_EBA_F_24.03_FINREP_2.9,EBA_FINREP_EBA_F_24.03_FINREP_2.9
EBA_FINREP_EBA_F_25.01.a_FINREP_2.9,EBA_FINREP_EBA_F_25.01.a_FINREP_2.9
EBA_FINREP_EBA_F_25.02.a_FINREP_2.9,EBA_FINREP_EBA_F_25.02.a_FINREP_2.9
EBA_FINREP_EBA_F_25.03.a_FINREP_2.9,EBA_FINREP_EBA_F_25.03.a_FINREP_2.9
EBA_FINREP_EBA_F_26.00.a_FINREP_2.9,EBA_FINREP_EBA_F_26.00.a_FINREP_2.9
EBA_FINREP_EBA_F_44.04_FINREP_2.9,EBA_FINREP_EBA_F_44.04_FINREP_2.9
EBA_FINREP_EBA_F_47.00_FINREP_2.9,EBA_FINREP_EBA_F_47.00_FINREP_2.9
EBA_FINREP_EBA_F_02.00_FINREP_2.9,EBA_FINREP_EBA_F_02.00_FINREP_2.9
EBA_FINREP_EBA_F_04.03.1_FINREP_2.9,EBA_FINREP_EBA_F_04.03.1_FINREP_2.9
EBA_FINREP_EBA_F_04.04.1_FINREP_2.9,EBA_FINREP_EBA_F_04.04.1_FINREP_2.9
EBA_FINREP_EBA_F_04.08_FINREP_2.9,EBA_FINREP_EBA_F_04.08_FINREP_2.9
EBA_FINREP_EBA_F_04.09_FINREP_2.9,EBA_FINREP_EBA_F_04.09_FINREP_2.9
EBA_FINREP_EBA_F_04.10_FINREP_2.9,EBA_FINREP_EBA_F_04.10_FINREP_2.9
EBA_FINREP_EBA_F_06.01_FINREP_2.9,EBA_FINREP_EBA_F_06.01_FINREP_2.9
EBA_FINREP_EBA_F_08.01.a_FINREP_2.9,EBA_FINREP_EBA_F_08.01.a_FINREP_2.9
EBA_FINREP_EBA_F_12.01.a_FINREP_2.9,EBA_FINREP_EBA_F_12.01.a_FINREP_2.9
EBA_FINREP_EBA_F_13.01_FINREP_2.9,EBA_FINREP_EBA_F_13.01_FINREP_2.9
EBA_FINREP_EBA_F_18.02.a_FINREP_2.9,EBA_FINREP_EBA_F_18.02.a_FINREP_2.9
EBA_FINREP_EBA_F_18.00.a_FINREP_2.9,EBA_FINREP_EBA_F_18.00.a_FINREP_2.9
EBA_FINREP_EBA_F_19.00.a_FINREP_2.9,EBA_FINREP_EBA_F_19.00.a_FINREP_2.9
EBA_FINREP_EBA_F_19.00.b_FINREP_2.9,EBA_FINREP_EBA_F_19.00.b_FINREP_2.9
EBA_FINREP_EBA_F_19.00.c_FINREP_2.9,EBA_FINREP_EBA_F_19.00.c_FINREP_2.9
EBA_FINREP_EBA_F_19.00.d_FINREP_2.9,EBA_FINREP_EBA_F_19.00.d_FINREP_2.9
EBA_FINREP_EBA_F_20.05.a_FINREP_2.9,EBA_FINREP_EBA_F_20.05.a_FINREP_2.9
EBA_FINREP_EBA_F_22.01_FINREP_2.9,EBA_FINREP_EBA_F_22.01_FINREP_2.9
EBA_FINREP_EBA_F_42.00_FINREP_2.9,EBA_FINREP_EBA_F_42.00_FINREP_2.9
EBA_FINREP_EBA_F_44.03_FINREP_2.9,EBA_FINREP_EBA_F_44.03_FINREP_2.9
EBA_FINREP_EBA_F_45.02_FINREP_2.9,EBA_FINREP_EBA_F_45.02_FINREP_2.9
EBA_FINREP_EBA_F_16.01_FINREP_2.9,EBA_FINREP_EBA_F_16.01_FINREP_2.9
EBA_FINREP_EBA_F_18.00.b_FINREP_2.9,EBA_FINREP_EBA_F_18.00.b_FINREP_2.9
EBA_FINREP_EBA_F_18.00.c_FINREP_2.9,EBA_FINREP_EBA_F_18.00.c_FINREP_2.9
EBA_FINREP_EBA_F_25.01.b_FINREP_2.9,EBA_FINREP_EBA_F_25.01.b_FINREP_2.9
EBA_FINREP_EBA_F_25.01.c_FINREP_2.9,EBA_FINREP_EBA_F_25.01.c_FINREP_2.9
EBA_FINREP_EBA_F_25.01.d_FINREP_2.9,EBA_FINREP_EBA_F_25.01.d_FINREP_2.9
EBA_FINREP_EBA_F_25.02.b_FINREP_2.9,EBA_FINREP_EBA_F_25.02.b_FINREP_2.9
EBA_FINREP_EBA_F_25.03.b_FINREP_2.9,EBA_FINREP_EBA_F_25.03.b_FINREP_2.9
EBA_FINREP_EBA_F_26.00.b_FINREP_2.9,EBA_FINREP_EBA_F_26.00.b_FINREP_2.9
EBA_FINREP_EBA_F_25.02.c_FINREP_2.9,EBA_FINREP_EBA_F_25.02.c_FINREP_2.9
EBA_FINREP_EBA_F_18.02.b_FINREP_2.9,EBA_FINREP_EBA_F_18.02.b_FINREP_2.9
EBA_FINREP_EBA_F_13.03.1.b_FINREP_2.9,EBA_FINREP_EBA_F_13.03.1.b_FINREP_2.9
EBA_FINREP_EBA_F_18.02.c_FINREP_2.9,EBA_FINREP_EBA_F_18.02.c_FINREP_2.9
EBA_FINREP_EBA_F_20.04_FINREP_2.9.1-Ind,EBA_FINREP_EBA_F_20.04_FINREP_2.9.1-Ind
EBA_FINREP_EBA_F_04.03.1_FINREP_3.0-Ind,EBA_FINREP_EBA_F_04.03.1_FINREP_3.0-Ind
EBA_FINREP_EBA_F_04.04.1_FINREP_3.0-Ind,EBA_FINREP_EBA_F_04.04.1_FINREP_3.0-Ind
EBA_FINREP_EBA_F_07.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_07.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_09.01.1_FINREP_3.0-Ind,EBA_FINREP_EBA_F_09.01.1_FINREP_3.0-Ind
EBA_FINREP_EBA_F_12.00_FINREP_3.0-Ind,EBA_FINREP_EBA_F_12.00_FINREP_3.0-Ind
EBA_FINREP_EBA_F_12.01.a_FINREP_3.0-Ind,EBA_FINREP_EBA_F_12.01.a_FINREP_3.0-Ind
EBA_FINREP_EBA_F_12.01.b_FINREP_3.0-Ind,EBA_FINREP_EBA_F_12.01.b_FINREP_3.0-Ind
EBA_FINREP_EBA_F_13.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_13.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_18.00.a_FINREP_3.0-Ind,EBA_FINREP_EBA_F_18.00.a_FINREP_3.0-Ind
EBA_FINREP_EBA_F_18.00.b_FINREP_3.0-Ind,EBA_FINREP_EBA_F_18.00.b_FINREP_3.0-Ind
EBA_FINREP_EBA_F_18.00.c_FINREP_3.0-Ind,EBA_FINREP_EBA_F_18.00.c_FINREP_3.0-Ind
EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind
EBA_FINREP_EBA_F_18.00.e_FINREP_3.0-Ind,EBA_FINREP_EBA_F_18.00.e_FINREP_3.0-Ind
EBA_FINREP_EBA_F_20.03_FINREP_3.0-Ind,EBA_FINREP_EBA_F_20.03_FINREP_3.0-Ind
EBA_FINREP_EBA_F_20.04_FINREP_3.0-Ind,EBA_FINREP_EBA_F_20.04_FINREP_3.0-Ind
EBA_FINREP_EBA_F_25.01.a_FINREP_3.0-Ind,EBA_FINREP_EBA_F_25.01.a_FINREP_3.0-Ind
EBA_FINREP_EBA_F_25.01.b_FINREP_3.0-Ind,EBA_FINREP_EBA_F_25.01.b_FINREP_3.0-Ind
EBA_FINREP_EBA_F_25.01.c_FINREP_3.0-Ind,EBA_FINREP_EBA_F_25.01.c_FINREP_3.0-Ind
EBA_FINREP_EBA_F_25.01.d_FINREP_3.0-Ind,EBA_FINREP_EBA_F_25.01.d_FINREP_3.0-Ind
EBA_FINREP_EBA_F_25.02.a_FINREP_3.0-Ind,EBA_FINREP_EBA_F_25.02.a_FINREP_3.0-Ind
EBA_FINREP_EBA_F_02.00_FINREP_3.0-Ind,EBA_FINREP_EBA_F_02.00_FINREP_3.0-Ind
EBA_FINREP_EBA_F_03.00_FINREP_3.0-Ind,EBA_FINREP_EBA_F_03.00_FINREP_3.0-Ind
EBA_FINREP_EBA_F_04.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_04.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_04.02.1_FINREP_3.0-Ind,EBA_FINREP_EBA_F_04.02.1_FINREP_3.0-Ind
EBA_FINREP_EBA_F_04.02.2_FINREP_3.0-Ind,EBA_FINREP_EBA_F_04.02.2_FINREP_3.0-Ind
EBA_FINREP_EBA_F_04.05_FINREP_3.0-Ind,EBA_FINREP_EBA_F_04.05_FINREP_3.0-Ind
EBA_FINREP_EBA_F_04.06_FINREP_3.0-Ind,EBA_FINREP_EBA_F_04.06_FINREP_3.0-Ind
EBA_FINREP_EBA_F_04.07_FINREP_3.0-Ind,EBA_FINREP_EBA_F_04.07_FINREP_3.0-Ind
EBA_FINREP_EBA_F_04.08_FINREP_3.0-Ind,EBA_FINREP_EBA_F_04.08_FINREP_3.0-Ind
EBA_FINREP_EBA_F_04.09_FINREP_3.0-Ind,EBA_FINREP_EBA_F_04.09_FINREP_3.0-Ind
EBA_FINREP_EBA_F_04.10_FINREP_3.0-Ind,EBA_FINREP_EBA_F_04.10_FINREP_3.0-Ind
EBA_FINREP_EBA_F_05.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_05.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_06.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_06.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_07.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_07.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_01.03_FINREP,EBA_FINREP_EBA_F_01.03_FINREP
EBA_FINREP_EBA_F_04.01_FINREP,EBA_FINREP_EBA_F_04.01_FINREP
EBA_FINREP_EBA_F_04.02_FINREP,EBA_FINREP_EBA_F_04.02_FINREP
EBA_FINREP_EBA_F_04.03_FINREP,EBA_FINREP_EBA_F_04.03_FINREP
EBA_FINREP_EBA_F_08.02_FINREP,EBA_FINREP_EBA_F_08.02_FINREP
EBA_FINREP_EBA_F_09.02_FINREP,EBA_FINREP_EBA_F_09.02_FINREP
EBA_FINREP_EBA_F_14.00_FINREP,EBA_FINREP_EBA_F_14.00_FINREP
EBA_FINREP_EBA_F_30.01_FINREP,EBA_FINREP_EBA_F_30.01_FINREP
EBA_FINREP_EBA_F_08.01.a_FINREP_2014-03,EBA_FINREP_EBA_F_08.01.a_FINREP_2014-03
EBA_FINREP_EBA_F_08.01.b_FINREP_2014-03,EBA_FINREP_EBA_F_08.01.b_FINREP_2014-03
EBA_FINREP_EBA_F_41.02_FINREP_2014-03,EBA_FINREP_EBA_F_41.02_FINREP_2014-03
EBA_FINREP_EBA_F_20.05.b_FINREP_2014-03,EBA_FINREP_EBA_F_20.05.b_FINREP_2014-03
EBA_FINREP_EBA_F_20.06_FINREP_2014-03,EBA_FINREP_EBA_F_20.06_FINREP_2014-03
EBA_FINREP_EBA_F_16.01.b_FINREP,EBA_FINREP_EBA_F_16.01.b_FINREP
EBA_FINREP_EBA_F_16.02_FINREP,EBA_FINREP_EBA_F_16.02_FINREP
EBA_FINREP_EBA_F_16.03_FINREP,EBA_FINREP_EBA_F_16.03_FINREP
EBA_FINREP_EBA_F_16.04_FINREP,EBA_FINREP_EBA_F_16.04_FINREP
EBA_FINREP_EBA_F_16.06_FINREP,EBA_FINREP_EBA_F_16.06_FINREP
EBA_FINREP_EBA_F_04.05_FINREP,EBA_FINREP_EBA_F_04.05_FINREP
EBA_FINREP_EBA_F_13.03_FINREP,EBA_FINREP_EBA_F_13.03_FINREP
EBA_FINREP_EBA_F_08.01.a_FINREP_3.0-Ind,EBA_FINREP_EBA_F_08.01.a_FINREP_3.0-Ind
EBA_FINREP_EBA_F_08.01.b_FINREP_3.0-Ind,EBA_FINREP_EBA_F_08.01.b_FINREP_3.0-Ind
EBA_FINREP_EBA_F_08.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_08.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_09.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_09.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_09.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_09.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_10.00_FINREP_3.0-Ind,EBA_FINREP_EBA_F_10.00_FINREP_3.0-Ind
EBA_FINREP_EBA_F_11.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_11.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_11.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_11.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_11.03_FINREP_3.0-Ind,EBA_FINREP_EBA_F_11.03_FINREP_3.0-Ind
EBA_FINREP_EBA_F_11.03.1_FINREP_3.0-Ind,EBA_FINREP_EBA_F_11.03.1_FINREP_3.0-Ind
EBA_FINREP_EBA_F_11.04_FINREP_3.0-Ind,EBA_FINREP_EBA_F_11.04_FINREP_3.0-Ind
EBA_FINREP_EBA_F_12.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_12.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_13.02.1.a_FINREP_3.0-Ind,EBA_FINREP_EBA_F_13.02.1.a_FINREP_3.0-Ind
EBA_FINREP_EBA_F_13.02.1.b_FINREP_3.0-Ind,EBA_FINREP_EBA_F_13.02.1.b_FINREP_3.0-Ind
EBA_FINREP_EBA_F_13.03.1.a_FINREP_3.0-Ind,EBA_FINREP_EBA_F_13.03.1.a_FINREP_3.0-Ind
EBA_FINREP_EBA_F_13.03.1.b_FINREP_3.0-Ind,EBA_FINREP_EBA_F_13.03.1.b_FINREP_3.0-Ind
EBA_FINREP_EBA_F_14.00_FINREP_3.0-Ind,EBA_FINREP_EBA_F_14.00_FINREP_3.0-Ind
EBA_FINREP_EBA_F_15.00.a_FINREP_3.0-Ind,EBA_FINREP_EBA_F_15.00.a_FINREP_3.0-Ind
EBA_FINREP_EBA_F_15.00.b_FINREP_3.0-Ind,EBA_FINREP_EBA_F_15.00.b_FINREP_3.0-Ind
EBA_FINREP_EBA_F_16.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_16.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_16.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_16.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_16.03_FINREP_3.0-Ind,EBA_FINREP_EBA_F_16.03_FINREP_3.0-Ind
EBA_FINREP_EBA_F_16.04_FINREP_3.0-Ind,EBA_FINREP_EBA_F_16.04_FINREP_3.0-Ind
EBA_FINREP_EBA_F_16.04.1_FINREP_3.0-Ind,EBA_FINREP_EBA_F_16.04.1_FINREP_3.0-Ind
EBA_FINREP_EBA_F_16.05_FINREP_3.0-Ind,EBA_FINREP_EBA_F_16.05_FINREP_3.0-Ind
EBA_FINREP_EBA_F_16.06_FINREP_3.0-Ind,EBA_FINREP_EBA_F_16.06_FINREP_3.0-Ind
EBA_FINREP_EBA_F_22.02_FINREP,EBA_FINREP_EBA_F_22.02_FINREP
EBA_FINREP_EBA_F_41.01_FINREP,EBA_FINREP_EBA_F_41.01_FINREP
EBA_FINREP_EBA_F_41.03_FINREP,EBA_FINREP_EBA_F_41.03_FINREP
EBA_FINREP_EBA_F_44.01_FINREP,EBA_FINREP_EBA_F_44.01_FINREP
EBA_FINREP_EBA_F_44.02_FINREP,EBA_FINREP_EBA_F_44.02_FINREP
EBA_FINREP_EBA_F_44.03_FINREP,EBA_FINREP_EBA_F_44.03_FINREP
EBA_FINREP_EBA_F_45.03_FINREP,EBA_FINREP_EBA_F_45.03_FINREP
EBA_FINREP_EBA_F_40.02_FINREP,EBA_FINREP_EBA_F_40.02_FINREP
EBA_FINREP_EBA_F_04.06_FINREP,EBA_FINREP_EBA_F_04.06_FINREP
EBA_FINREP_EBA_F_04.07_FINREP,EBA_FINREP_EBA_F_04.07_FINREP
EBA_FINREP_EBA_F_04.08_FINREP,EBA_FINREP_EBA_F_04.08_FINREP
EBA_FINREP_EBA_F_04.10_FINREP,EBA_FINREP_EBA_F_04.10_FINREP
EBA_FINREP_EBA_F_11.01_FINREP,EBA_FINREP_EBA_F_11.01_FINREP
EBA_FINREP_EBA_F_16.05_FINREP,EBA_FINREP_EBA_F_16.05_FINREP
EBA_FINREP_EBA_F_00.01_FINREP,EBA_FINREP_EBA_F_00.01_FINREP
EBA_FINREP_EBA_F_25.02.b_FINREP_3.0-Ind,EBA_FINREP_EBA_F_25.02.b_FINREP_3.0-Ind
EBA_FINREP_EBA_F_25.02.c_FINREP_3.0-Ind,EBA_FINREP_EBA_F_25.02.c_FINREP_3.0-Ind
EBA_FINREP_EBA_F_40.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_40.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_40.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_40.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_42.00_FINREP_3.0-Ind,EBA_FINREP_EBA_F_42.00_FINREP_3.0-Ind
EBA_FINREP_EBA_F_00.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_00.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_01.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_01.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_01.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_01.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind
EBA_FINREP_EBA_F_04.04_FINREP_2015-A,EBA_FINREP_EBA_F_04.04_FINREP_2015-A
EBA_FINREP_EBA_F_07.00_FINREP_2015-A,EBA_FINREP_EBA_F_07.00_FINREP_2015-A
EBA_FINREP_EBA_F_09.01_FINREP_2015-A,EBA_FINREP_EBA_F_09.01_FINREP_2015-A
EBA_FINREP_EBA_F_05.00_FINREP_2015-A,EBA_FINREP_EBA_F_05.00_FINREP_2015-A
EBA_FINREP_EBA_F_16.07.a_FINREP_3.0-Ind,EBA_FINREP_EBA_F_16.07.a_FINREP_3.0-Ind
EBA_FINREP_EBA_F_16.07.b_FINREP_3.0-Ind,EBA_FINREP_EBA_F_16.07.b_FINREP_3.0-Ind
EBA_FINREP_EBA_F_17.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_17.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_17.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_17.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_17.03_FINREP_3.0-Ind,EBA_FINREP_EBA_F_17.03_FINREP_3.0-Ind
EBA_FINREP_EBA_F_19.00.a_FINREP_3.0-Ind,EBA_FINREP_EBA_F_19.00.a_FINREP_3.0-Ind
EBA_FINREP_EBA_F_19.00.b_FINREP_3.0-Ind,EBA_FINREP_EBA_F_19.00.b_FINREP_3.0-Ind
EBA_FINREP_EBA_F_19.00.c_FINREP_3.0-Ind,EBA_FINREP_EBA_F_19.00.c_FINREP_3.0-Ind
EBA_FINREP_EBA_F_19.00.d_FINREP_3.0-Ind,EBA_FINREP_EBA_F_19.00.d_FINREP_3.0-Ind
EBA_FINREP_EBA_F_19.00.e_FINREP_3.0-Ind,EBA_FINREP_EBA_F_19.00.e_FINREP_3.0-Ind
EBA_FINREP_EBA_F_20.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_20.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_20.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_20.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_20.05.a_FINREP_3.0-Ind,EBA_FINREP_EBA_F_20.05.a_FINREP_3.0-Ind
EBA_FINREP_EBA_F_20.05.b_FINREP_3.0-Ind,EBA_FINREP_EBA_F_20.05.b_FINREP_3.0-Ind
EBA_FINREP_EBA_F_20.06_FINREP_3.0-Ind,EBA_FINREP_EBA_F_20.06_FINREP_3.0-Ind
EBA_FINREP_EBA_F_20.07.1_FINREP_3.0-Ind,EBA_FINREP_EBA_F_20.07.1_FINREP_3.0-Ind
EBA_FINREP_EBA_F_21.00_FINREP_3.0-Ind,EBA_FINREP_EBA_F_21.00_FINREP_3.0-Ind
EBA_FINREP_EBA_F_22.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_22.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_22.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_22.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_16.08_FINREP_3.0-Ind,EBA_FINREP_EBA_F_16.08_FINREP_3.0-Ind
EBA_FINREP_EBA_F_30.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_30.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_30.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_30.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_31.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_31.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_31.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_31.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_41.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_41.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_41.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_41.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_16.07.a_FINREP_2015-A,EBA_FINREP_EBA_F_16.07.a_FINREP_2015-A
EBA_FINREP_EBA_F_16.07.b_FINREP_2015-A,EBA_FINREP_EBA_F_16.07.b_FINREP_2015-A
EBA_FINREP_EBA_F_12.00_FINREP_2015-A,EBA_FINREP_EBA_F_12.00_FINREP_2015-A
EBA_FINREP_EBA_F_20.02_FINREP_2015-A,EBA_FINREP_EBA_F_20.02_FINREP_2015-A
EBA_FINREP_EBA_F_20.04_FINREP_2015-A,EBA_FINREP_EBA_F_20.04_FINREP_2015-A
EBA_FINREP_EBA_F_20.05.a_FINREP_2015-A,EBA_FINREP_EBA_F_20.05.a_FINREP_2015-A
EBA_FINREP_EBA_F_30.02_FINREP_2015-A,EBA_FINREP_EBA_F_30.02_FINREP_2015-A
EBA_FINREP_EBA_F_22.01_FINREP_2015-A,EBA_FINREP_EBA_F_22.01_FINREP_2015-A
EBA_FINREP_EBA_F_03.00_FINREP_2015-A,EBA_FINREP_EBA_F_03.00_FINREP_2015-A
EBA_FINREP_EBA_F_46.00_FINREP_2015-A,EBA_FINREP_EBA_F_46.00_FINREP_2015-A
EBA_FINREP_EBA_F_13.01_FINREP_2015-A,EBA_FINREP_EBA_F_13.01_FINREP_2015-A
EBA_FINREP_EBA_F_42.00_FINREP_2015-A,EBA_FINREP_EBA_F_42.00_FINREP_2015-A
EBA_FINREP_EBA_F_21.00_FINREP_2015-A,EBA_FINREP_EBA_F_21.00_FINREP_2015-A
EBA_FINREP_EBA_F_43.00_FINREP_2015-A,EBA_FINREP_EBA_F_43.00_FINREP_2015-A
EBA_FINREP_EBA_F_17.03_FINREP_2015-A,EBA_FINREP_EBA_F_17.03_FINREP_2015-A
EBA_FINREP_EBA_F_45.02_FINREP_2015-A,EBA_FINREP_EBA_F_45.02_FINREP_2015-A
EBA_FINREP_EBA_F_40.01_FINREP_2015-B,EBA_FINREP_EBA_F_40.01_FINREP_2015-B
EBA_FINREP_EBA_F_01.01_FINREP_2016-A,EBA_FINREP_EBA_F_01.01_FINREP_2016-A
EBA_FINREP_EBA_F_01.02_FINREP_2016-A,EBA_FINREP_EBA_F_01.02_FINREP_2016-A
EBA_FINREP_EBA_F_02.00_FINREP_2016-A,EBA_FINREP_EBA_F_02.00_FINREP_2016-A
EBA_FINREP_EBA_F_10.00_FINREP_2016-A,EBA_FINREP_EBA_F_10.00_FINREP_2016-A
EBA_FINREP_EBA_F_15.00.a_FINREP_2016-A,EBA_FINREP_EBA_F_15.00.a_FINREP_2016-A
EBA_FINREP_EBA_F_15.00.b_FINREP_2016-A,EBA_FINREP_EBA_F_15.00.b_FINREP_2016-A
EBA_FINREP_EBA_F_20.01_FINREP_2016-A,EBA_FINREP_EBA_F_20.01_FINREP_2016-A
EBA_FINREP_EBA_F_20.03_FINREP_2016-A,EBA_FINREP_EBA_F_20.03_FINREP_2016-A
EBA_FINREP_EBA_F_31.01_FINREP_2016-A,EBA_FINREP_EBA_F_31.01_FINREP_2016-A
EBA_FINREP_EBA_F_43.00_FINREP_3.0-Ind,EBA_FINREP_EBA_F_43.00_FINREP_3.0-Ind
EBA_FINREP_EBA_F_44.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_44.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_44.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_44.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_44.03_FINREP_3.0-Ind,EBA_FINREP_EBA_F_44.03_FINREP_3.0-Ind
EBA_FINREP_EBA_F_45.01_FINREP_3.0-Ind,EBA_FINREP_EBA_F_45.01_FINREP_3.0-Ind
EBA_FINREP_EBA_F_45.02_FINREP_3.0-Ind,EBA_FINREP_EBA_F_45.02_FINREP_3.0-Ind
EBA_FINREP_EBA_F_45.03_FINREP_3.0-Ind,EBA_FINREP_EBA_F_45.03_FINREP_3.0-Ind
EBA_FINREP_EBA_F_46.00_FINREP_3.0-Ind,EBA_FINREP_EBA_F_46.00_FINREP_3.0-Ind
EBA_FINREP_EBA_F_16.01.a_FINREP_2016-A,EBA_FINREP_EBA_F_16.01.a_FINREP_2016-A
EBA_FINREP_EBA_F_13.02_FINREP_2016-A,EBA_FINREP_EBA_F_13.02_FINREP_2016-A
EBA_FINREP_EBA_F_17.01_FINREP_2016-A,EBA_FINREP_EBA_F_17.01_FINREP_2016-A
EBA_FINREP_EBA_F_17.02_FINREP_2016-A,EBA_FINREP_EBA_F_17.02_FINREP_2016-A
EBA_FINREP_EBA_F_31.02_FINREP_2016-A,EBA_FINREP_EBA_F_31.02_FINREP_2016-A
EBA_FINREP_EBA_F_04.09_FINREP_2016-A,EBA_FINREP_EBA_F_04.09_FINREP_2016-A
EBA_FINREP_EBA_F_11.02_FINREP_2016-A,EBA_FINREP_EBA_F_11.02_FINREP_2016-A
EBA_FINREP_EBA_F_06.00_FINREP_2016-A,EBA_FINREP_EBA_F_06.00_FINREP_2016-A
EBA_FINREP_EBA_F_20.07_FINREP_2016-A,EBA_FINREP_EBA_F_20.07_FINREP_2016-A
EBA_FINREP_EBA_F_45.01_FINREP_2016-A,EBA_FINREP_EBA_F_45.01_FINREP_2016-A
EBA_FINREP_EBA_F_18.00.a_FINREP_2016-A,EBA_FINREP_EBA_F_18.00.a_FINREP_2016-A
EBA_FINREP_EBA_F_18.00.b_FINREP_2016-A,EBA_FINREP_EBA_F_18.00.b_FINREP_2016-A
