CUBE_ID,COMBINATION_ID
F_07_01_REF_FINREP_3_0,441715_REF
F_04_10_REF_FINREP_3_0,46023_REF
F_42_00_REF_FINREP_3_0,11784_REF
F_11_02_REF_FINREP_3_0,153365_REF
F_04_08_REF_FINREP_3_0,153518_REF
F_04_09_REF_FINREP_3_0,429144_REF
F_01_02_REF_FINREP_3_0,45984_REF
F_13_01_REF_FINREP_3_0,429464_REF
F_14_00_REF_FINREP_3_0,151897_REF
F_04_09_REF_FINREP_3_0,153123_REF
F_04_08_REF_FINREP_3_0,150364_REF
F_07_01_REF_FINREP_3_0,441744_REF
F_14_00_REF_FINREP_3_0,151798_REF
F_07_02_REF_FINREP_3_0,408799_REF
F_09_01_REF_FINREP_3_0,155587_REF
F_11_01_REF_FINREP_3_0,151505_REF
F_05_01_REF_FINREP_3_0,152449_REF
F_04_10_REF_FINREP_3_0,153155_REF
F_11_02_REF_FINREP_3_0,151455_REF
F_11_02_REF_FINREP_3_0,153405_REF
F_05_01_REF_FINREP_3_0,152466_REF
F_14_00_REF_FINREP_3_0,151882_REF
F_13_01_REF_FINREP_3_0,429471_REF
F_07_02_REF_FINREP_3_0,150694_REF
F_41_02_REF_FINREP_3_0,151194_REF
F_11_02_REF_FINREP_3_0,153341_REF
F_10_00_REF_FINREP_3_0,152042_REF
F_05_01_REF_FINREP_3_0,408945_REF
F_11_02_REF_FINREP_3_0,151528_REF
F_11_01_REF_FINREP_3_0,151523_REF
F_01_01_REF_FINREP_3_0,10976_REF
F_04_09_REF_FINREP_3_0,46530_REF
F_04_09_REF_FINREP_3_0,429519_REF
F_07_02_REF_FINREP_3_0,150677_REF
F_10_00_REF_FINREP_3_0,10649_REF
F_06_01_REF_FINREP_3_0,429368_REF
F_01_01_REF_FINREP_3_0,152251_REF
F_14_00_REF_FINREP_3_0,152006_REF
F_04_08_REF_FINREP_3_0,150356_REF
F_13_01_REF_FINREP_3_0,152614_REF
F_10_00_REF_FINREP_3_0,151927_REF
F_04_08_REF_FINREP_3_0,150360_REF
F_07_01_REF_FINREP_3_0,150559_REF
F_31_01_REF_FINREP_3_0,67711_REF
F_11_02_REF_FINREP_3_0,151634_REF
F_11_02_REF_FINREP_3_0,153374_REF
F_04_08_REF_FINREP_3_0,153525_REF
F_06_01_REF_FINREP_3_0,150966_REF
F_05_01_REF_FINREP_3_0,152589_REF
F_04_09_REF_FINREP_3_0,151653_REF
F_07_01_REF_FINREP_3_0,150548_REF
F_14_00_REF_FINREP_3_0,151804_REF
F_04_09_REF_FINREP_3_0,150328_REF
F_11_02_REF_FINREP_3_0,153326_REF
F_07_01_REF_FINREP_3_0,441674_REF
F_04_08_REF_FINREP_3_0,153478_REF
F_07_01_REF_FINREP_3_0,150602_REF
F_11_02_REF_FINREP_3_0,151632_REF
F_20_01_REF_FINREP_3_0,46020_REF
F_04_10_REF_FINREP_3_0,153142_REF
F_07_01_REF_FINREP_3_0,408824_REF
F_11_01_REF_FINREP_3_0,151508_REF
F_14_00_REF_FINREP_3_0,11382_REF
F_07_01_REF_FINREP_3_0,150611_REF
F_10_00_REF_FINREP_3_0,151917_REF
F_41_01_REF_FINREP_3_0,151857_REF
F_05_01_REF_FINREP_3_0,152434_REF
F_11_01_REF_FINREP_3_0,151442_REF
F_20_01_REF_FINREP_3_0,10896_REF
F_14_00_REF_FINREP_3_0,10987_REF
F_20_01_REF_FINREP_3_0,46017_REF
F_01_01_REF_FINREP_3_0,11110_REF
F_01_01_REF_FINREP_3_0,11922_REF
F_04_09_REF_FINREP_3_0,46512_REF
F_04_08_REF_FINREP_3_0,150369_REF
F_10_00_REF_FINREP_3_0,153286_REF
F_11_02_REF_FINREP_3_0,153397_REF
F_20_01_REF_FINREP_3_0,45688_REF
F_14_00_REF_FINREP_3_0,11160_REF
F_04_09_REF_FINREP_3_0,150400_REF
F_11_02_REF_FINREP_3_0,67343_REF
F_10_00_REF_FINREP_3_0,153254_REF
F_04_09_REF_FINREP_3_0,151700_REF
F_04_07_REF_FINREP_3_0,45669_REF
F_04_08_REF_FINREP_3_0,153509_REF
F_09_02_REF_FINREP_3_0,39671_REF
F_14_00_REF_FINREP_3_0,11132_REF
F_06_01_REF_FINREP_3_0,152405_REF
F_06_01_REF_FINREP_3_0,152399_REF
F_04_08_REF_FINREP_3_0,153503_REF
F_04_10_REF_FINREP_3_0,152144_REF
F_04_10_REF_FINREP_3_0,153214_REF
F_04_08_REF_FINREP_3_0,150480_REF
F_05_01_REF_FINREP_3_0,152432_REF
F_01_01_REF_FINREP_3_0,45920_REF
F_42_00_REF_FINREP_3_0,441773_REF
F_04_08_REF_FINREP_3_0,153458_REF
F_14_00_REF_FINREP_3_0,152973_REF
F_07_02_REF_FINREP_3_0,150683_REF
F_20_02_REF_FINREP_3_0,11325_REF
F_09_02_REF_FINREP_3_0,39666_REF
F_11_02_REF_FINREP_3_0,151643_REF
F_07_02_REF_FINREP_3_0,150909_REF
F_07_02_REF_FINREP_3_0,155364_REF
F_11_02_REF_FINREP_3_0,151595_REF
F_14_00_REF_FINREP_3_0,11282_REF
F_41_01_REF_FINREP_3_0,151657_REF
F_04_09_REF_FINREP_3_0,153057_REF
F_14_00_REF_FINREP_3_0,151901_REF
F_04_09_REF_FINREP_3_0,151676_REF
F_14_00_REF_FINREP_3_0,151898_REF
F_01_02_REF_FINREP_3_0,152673_REF
F_11_02_REF_FINREP_3_0,151480_REF
F_11_01_REF_FINREP_3_0,151554_REF
F_04_06_REF_FINREP_3_0,45897_REF
F_31_01_REF_FINREP_3_0,234326_REF
F_11_01_REF_FINREP_3_0,151378_REF
F_13_01_REF_FINREP_3_0,152603_REF
F_31_01_REF_FINREP_3_0,67824_REF
F_41_02_REF_FINREP_3_0,151184_REF
F_04_09_REF_FINREP_3_0,153039_REF
F_14_00_REF_FINREP_3_0,11267_REF
F_20_01_REF_FINREP_3_0,11103_REF
F_10_00_REF_FINREP_3_0,152029_REF
F_14_00_REF_FINREP_3_0,11497_REF
F_07_02_REF_FINREP_3_0,155421_REF
F_04_06_REF_FINREP_3_0,67593_REF
F_11_01_REF_FINREP_3_0,151382_REF
F_14_00_REF_FINREP_3_0,11275_REF
F_04_10_REF_FINREP_3_0,150407_REF
F_07_01_REF_FINREP_3_0,150723_REF
F_20_01_REF_FINREP_3_0,45917_REF
F_11_02_REF_FINREP_3_0,151471_REF
F_11_02_REF_FINREP_3_0,148860_REF
F_14_00_REF_FINREP_3_0,11157_REF
F_10_00_REF_FINREP_3_0,151914_REF
F_11_02_REF_FINREP_3_0,151505_REF
F_14_00_REF_FINREP_3_0,11376_REF
F_11_02_REF_FINREP_3_0,151506_REF
F_11_02_REF_FINREP_3_0,148838_REF
F_14_00_REF_FINREP_3_0,11273_REF
F_14_00_REF_FINREP_3_0,152009_REF
F_10_00_REF_FINREP_3_0,153249_REF
F_11_01_REF_FINREP_3_0,151464_REF
F_20_02_REF_FINREP_3_0,45958_REF
F_09_02_REF_FINREP_3_0,39673_REF
F_14_00_REF_FINREP_3_0,11020_REF
F_06_01_REF_FINREP_3_0,150954_REF
F_14_00_REF_FINREP_3_0,152755_REF
F_11_01_REF_FINREP_3_0,151421_REF
F_41_01_REF_FINREP_3_0,152057_REF
F_20_01_REF_FINREP_3_0,32340_REF
F_14_00_REF_FINREP_3_0,152774_REF
F_11_02_REF_FINREP_3_0,45602_REF
F_04_08_REF_FINREP_3_0,150462_REF
F_04_09_REF_FINREP_3_0,153067_REF
F_10_00_REF_FINREP_3_0,152051_REF
F_07_02_REF_FINREP_3_0,150669_REF
F_09_02_REF_FINREP_3_0,84992_REF
F_07_01_REF_FINREP_3_0,150752_REF
F_07_02_REF_FINREP_3_0,408802_REF
F_04_09_REF_FINREP_3_0,150338_REF
F_04_09_REF_FINREP_3_0,151681_REF
F_11_02_REF_FINREP_3_0,151641_REF
F_04_09_REF_FINREP_3_0,151693_REF
F_14_00_REF_FINREP_3_0,151806_REF
F_14_00_REF_FINREP_3_0,152907_REF
F_14_00_REF_FINREP_3_0,152776_REF
F_10_00_REF_FINREP_3_0,151097_REF
F_14_00_REF_FINREP_3_0,151885_REF
F_10_00_REF_FINREP_3_0,151089_REF
F_14_00_REF_FINREP_3_0,151765_REF
F_04_09_REF_FINREP_3_0,429266_REF
F_04_10_REF_FINREP_3_0,46006_REF
F_04_08_REF_FINREP_3_0,153475_REF
F_04_08_REF_FINREP_3_0,150465_REF
F_05_01_REF_FINREP_3_0,152415_REF
F_11_02_REF_FINREP_3_0,151642_REF
F_10_00_REF_FINREP_3_0,153236_REF
F_11_02_REF_FINREP_3_0,151590_REF
F_10_00_REF_FINREP_3_0,152023_REF
F_11_02_REF_FINREP_3_0,153395_REF
F_04_10_REF_FINREP_3_0,153204_REF
F_04_10_REF_FINREP_3_0,429273_REF
F_07_01_REF_FINREP_3_0,408818_REF
F_14_00_REF_FINREP_3_0,151879_REF
F_04_09_REF_FINREP_3_0,151704_REF
F_11_01_REF_FINREP_3_0,151365_REF
F_01_02_REF_FINREP_3_0,45981_REF
F_07_01_REF_FINREP_3_0,441670_REF
F_20_01_REF_FINREP_3_0,152229_REF
F_09_01_REF_FINREP_3_0,155943_REF
F_04_10_REF_FINREP_3_0,429148_REF
F_10_00_REF_FINREP_3_0,151014_REF
F_11_02_REF_FINREP_3_0,151609_REF
F_04_09_REF_FINREP_3_0,153109_REF
F_01_01_REF_FINREP_3_0,152879_REF
F_14_00_REF_FINREP_3_0,11397_REF
F_11_01_REF_FINREP_3_0,151558_REF
F_04_09_REF_FINREP_3_0,150391_REF
F_11_02_REF_FINREP_3_0,151465_REF
F_14_00_REF_FINREP_3_0,151977_REF
F_10_00_REF_FINREP_3_0,153255_REF
F_10_00_REF_FINREP_3_0,153231_REF
F_07_02_REF_FINREP_3_0,150653_REF
F_04_10_REF_FINREP_3_0,46000_REF
F_04_06_REF_FINREP_3_0,45904_REF
F_04_08_REF_FINREP_3_0,150416_REF
F_14_00_REF_FINREP_3_0,152767_REF
F_31_01_REF_FINREP_3_0,67730_REF
F_09_01_REF_FINREP_3_0,155500_REF
F_10_00_REF_FINREP_3_0,151094_REF
F_14_00_REF_FINREP_3_0,152977_REF
F_11_01_REF_FINREP_3_0,151535_REF
F_11_01_REF_FINREP_3_0,67337_REF
F_07_02_REF_FINREP_3_0,408801_REF
F_10_00_REF_FINREP_3_0,10710_REF
F_04_10_REF_FINREP_3_0,152118_REF
F_06_01_REF_FINREP_3_0,150890_REF
F_14_00_REF_FINREP_3_0,151744_REF
F_11_02_REF_FINREP_3_0,153330_REF
F_10_00_REF_FINREP_3_0,152052_REF
F_14_00_REF_FINREP_3_0,11354_REF
F_04_09_REF_FINREP_3_0,153036_REF
F_20_01_REF_FINREP_3_0,112716_REF
F_07_02_REF_FINREP_3_0,155429_REF
F_10_00_REF_FINREP_3_0,151086_REF
F_14_00_REF_FINREP_3_0,151986_REF
F_05_01_REF_FINREP_3_0,152585_REF
F_04_08_REF_FINREP_3_0,150420_REF
F_11_01_REF_FINREP_3_0,151573_REF
F_11_02_REF_FINREP_3_0,153388_REF
F_04_10_REF_FINREP_3_0,153181_REF
F_10_00_REF_FINREP_3_0,151937_REF
F_07_01_REF_FINREP_3_0,150571_REF
F_14_00_REF_FINREP_3_0,152893_REF
F_41_01_REF_FINREP_3_0,152059_REF
F_10_00_REF_FINREP_3_0,151000_REF
F_14_00_REF_FINREP_3_0,151999_REF
F_04_10_REF_FINREP_3_0,153194_REF
F_04_10_REF_FINREP_3_0,152087_REF
F_11_01_REF_FINREP_3_0,151404_REF
F_11_02_REF_FINREP_3_0,153306_REF
F_04_08_REF_FINREP_3_0,153424_REF
F_04_09_REF_FINREP_3_0,153118_REF
F_04_08_REF_FINREP_3_0,153499_REF
F_07_02_REF_FINREP_3_0,150656_REF
F_04_10_REF_FINREP_3_0,150448_REF
F_11_01_REF_FINREP_3_0,151416_REF
F_14_00_REF_FINREP_3_0,11373_REF
F_14_00_REF_FINREP_3_0,11394_REF
F_10_00_REF_FINREP_3_0,151105_REF
F_07_02_REF_FINREP_3_0,155374_REF
F_11_01_REF_FINREP_3_0,151403_REF
F_13_01_REF_FINREP_3_0,429462_REF
F_04_09_REF_FINREP_3_0,153099_REF
F_14_00_REF_FINREP_3_0,11359_REF
F_11_02_REF_FINREP_3_0,151489_REF
F_04_10_REF_FINREP_3_0,46010_REF
F_07_02_REF_FINREP_3_0,150658_REF
F_04_10_REF_FINREP_3_0,150461_REF
F_11_02_REF_FINREP_3_0,151636_REF
F_14_00_REF_FINREP_3_0,11142_REF
F_04_09_REF_FINREP_3_0,153120_REF
F_11_01_REF_FINREP_3_0,151544_REF
F_31_01_REF_FINREP_3_0,155948_REF
F_09_01_REF_FINREP_3_0,155569_REF
F_04_09_REF_FINREP_3_0,151714_REF
F_14_00_REF_FINREP_3_0,10995_REF
F_01_01_REF_FINREP_3_0,112718_REF
F_04_01_REF_FINREP_3_0,11084_REF
F_11_01_REF_FINREP_3_0,151443_REF
F_11_01_REF_FINREP_3_0,151440_REF
F_11_02_REF_FINREP_3_0,151384_REF
F_04_08_REF_FINREP_3_0,153484_REF
F_14_00_REF_FINREP_3_0,152770_REF
F_11_02_REF_FINREP_3_0,153317_REF
F_07_02_REF_FINREP_3_0,155395_REF
F_04_10_REF_FINREP_3_0,153200_REF
F_06_01_REF_FINREP_3_0,429358_REF
F_11_02_REF_FINREP_3_0,46641_REF
F_04_09_REF_FINREP_3_0,153080_REF
F_14_00_REF_FINREP_3_0,152768_REF
F_04_10_REF_FINREP_3_0,152094_REF
F_10_00_REF_FINREP_3_0,153237_REF
F_07_02_REF_FINREP_3_0,155396_REF
F_14_00_REF_FINREP_3_0,152898_REF
F_07_01_REF_FINREP_3_0,150576_REF
F_04_09_REF_FINREP_3_0,153100_REF
F_04_09_REF_FINREP_3_0,151723_REF
F_31_01_REF_FINREP_3_0,67823_REF
F_07_02_REF_FINREP_3_0,155405_REF
F_20_01_REF_FINREP_3_0,10964_REF
F_13_01_REF_FINREP_3_0,429436_REF
F_07_01_REF_FINREP_3_0,150590_REF
F_09_02_REF_FINREP_3_0,39669_REF
F_11_01_REF_FINREP_3_0,151371_REF
F_04_10_REF_FINREP_3_0,153132_REF
F_04_09_REF_FINREP_3_0,153088_REF
F_07_01_REF_FINREP_3_0,150718_REF
F_07_02_REF_FINREP_3_0,150686_REF
F_06_01_REF_FINREP_3_0,152548_REF
F_04_09_REF_FINREP_3_0,46542_REF
F_04_10_REF_FINREP_3_0,152093_REF
F_11_02_REF_FINREP_3_0,67341_REF
F_09_01_REF_FINREP_3_0,155563_REF
F_04_09_REF_FINREP_3_0,153043_REF
F_11_02_REF_FINREP_3_0,151620_REF
F_13_01_REF_FINREP_3_0,429438_REF
F_01_01_REF_FINREP_3_0,151652_REF
F_10_00_REF_FINREP_3_0,67285_REF
F_04_10_REF_FINREP_3_0,152108_REF
F_07_01_REF_FINREP_3_0,408821_REF
F_07_02_REF_FINREP_3_0,150649_REF
F_06_01_REF_FINREP_3_0,150862_REF
F_11_02_REF_FINREP_3_0,11478_REF
F_04_10_REF_FINREP_3_0,153213_REF
F_04_08_REF_FINREP_3_0,150423_REF
F_11_02_REF_FINREP_3_0,153311_REF
F_07_01_REF_FINREP_3_0,408813_REF
F_04_09_REF_FINREP_3_0,151729_REF
F_13_01_REF_FINREP_3_0,429434_REF
F_41_02_REF_FINREP_3_0,151162_REF
F_13_01_REF_FINREP_3_0,152611_REF
F_31_01_REF_FINREP_3_0,39718_REF
F_20_02_REF_FINREP_3_0,45828_REF
F_07_01_REF_FINREP_3_0,150840_REF
F_31_01_REF_FINREP_3_0,152158_REF
F_11_02_REF_FINREP_3_0,153298_REF
F_07_01_REF_FINREP_3_0,150604_REF
F_41_01_REF_FINREP_3_0,152064_REF
F_04_09_REF_FINREP_3_0,153066_REF
F_04_10_REF_FINREP_3_0,152090_REF
F_07_01_REF_FINREP_3_0,150609_REF
F_11_02_REF_FINREP_3_0,153350_REF
F_04_10_REF_FINREP_3_0,153169_REF
F_07_01_REF_FINREP_3_0,150838_REF
F_07_01_REF_FINREP_3_0,150781_REF
F_04_09_REF_FINREP_3_0,151721_REF
F_14_00_REF_FINREP_3_0,11151_REF
F_06_01_REF_FINREP_3_0,150976_REF
F_07_01_REF_FINREP_3_0,441699_REF
F_04_10_REF_FINREP_3_0,152111_REF
F_05_01_REF_FINREP_3_0,152444_REF
F_14_00_REF_FINREP_3_0,152003_REF
F_04_09_REF_FINREP_3_0,151713_REF
F_11_01_REF_FINREP_3_0,151487_REF
F_11_01_REF_FINREP_3_0,151335_REF
F_11_02_REF_FINREP_3_0,151390_REF
F_04_10_REF_FINREP_3_0,152088_REF
F_06_01_REF_FINREP_3_0,150872_REF
F_41_02_REF_FINREP_3_0,151181_REF
F_06_01_REF_FINREP_3_0,152401_REF
F_14_00_REF_FINREP_3_0,151878_REF
F_14_00_REF_FINREP_3_0,11128_REF
F_31_01_REF_FINREP_3_0,67708_REF
F_04_09_REF_FINREP_3_0,153051_REF
F_10_00_REF_FINREP_3_0,151934_REF
F_10_00_REF_FINREP_3_0,151915_REF
F_07_01_REF_FINREP_3_0,150575_REF
F_20_02_REF_FINREP_3_0,45965_REF
F_11_02_REF_FINREP_3_0,153378_REF
F_20_01_REF_FINREP_3_0,152226_REF
F_14_00_REF_FINREP_3_0,151893_REF
F_04_01_REF_FINREP_3_0,11091_REF
F_06_01_REF_FINREP_3_0,152500_REF
F_09_01_REF_FINREP_3_0,155882_REF
F_01_01_REF_FINREP_3_0,113158_REF
F_14_00_REF_FINREP_3_0,151891_REF
F_14_00_REF_FINREP_3_0,151892_REF
F_14_00_REF_FINREP_3_0,11000_REF
F_14_00_REF_FINREP_3_0,11127_REF
F_01_02_REF_FINREP_3_0,152675_REF
F_11_02_REF_FINREP_3_0,151450_REF
F_04_09_REF_FINREP_3_0,150434_REF
F_07_02_REF_FINREP_3_0,155434_REF
F_11_02_REF_FINREP_3_0,153403_REF
F_10_00_REF_FINREP_3_0,150995_REF
F_11_02_REF_FINREP_3_0,151601_REF
F_14_00_REF_FINREP_3_0,151754_REF
F_04_10_REF_FINREP_3_0,153131_REF
F_11_02_REF_FINREP_3_0,153293_REF
F_10_00_REF_FINREP_3_0,10652_REF
F_20_02_REF_FINREP_3_0,45964_REF
F_04_10_REF_FINREP_3_0,152110_REF
F_31_01_REF_FINREP_3_0,67732_REF
F_07_01_REF_FINREP_3_0,150625_REF
F_21_00_REF_FINREP_3_0,11915_REF
F_11_01_REF_FINREP_3_0,151331_REF
F_04_10_REF_FINREP_3_0,150449_REF
F_08_02_REF_FINREP_3_0,151319_REF
F_10_00_REF_FINREP_3_0,151919_REF
F_07_01_REF_FINREP_3_0,150568_REF
F_11_01_REF_FINREP_3_0,151454_REF
F_04_08_REF_FINREP_3_0,153464_REF
F_09_01_REF_FINREP_3_0,155913_REF
F_11_02_REF_FINREP_3_0,151387_REF
F_11_02_REF_FINREP_3_0,153323_REF
F_31_01_REF_FINREP_3_0,155949_REF
F_10_00_REF_FINREP_3_0,10697_REF
F_21_00_REF_FINREP_3_0,11934_REF
F_11_01_REF_FINREP_3_0,151409_REF
F_14_00_REF_FINREP_3_0,11019_REF
F_07_01_REF_FINREP_3_0,150811_REF
F_10_00_REF_FINREP_3_0,151935_REF
F_06_01_REF_FINREP_3_0,152531_REF
F_11_02_REF_FINREP_3_0,153351_REF
F_10_00_REF_FINREP_3_0,152046_REF
F_07_01_REF_FINREP_3_0,408811_REF
F_07_01_REF_FINREP_3_0,441725_REF
F_07_01_REF_FINREP_3_0,441682_REF
F_11_01_REF_FINREP_3_0,151358_REF
F_41_01_REF_FINREP_3_0,11463_REF
F_04_09_REF_FINREP_3_0,153072_REF
F_20_01_REF_FINREP_3_0,155441_REF
F_11_01_REF_FINREP_3_0,11503_REF
F_07_01_REF_FINREP_3_0,150770_REF
F_06_01_REF_FINREP_3_0,150857_REF
F_04_01_REF_FINREP_3_0,67314_REF
F_10_00_REF_FINREP_3_0,151028_REF
F_41_01_REF_FINREP_3_0,151663_REF
F_20_02_REF_FINREP_3_0,11429_REF
F_11_02_REF_FINREP_3_0,153309_REF
F_04_10_REF_FINREP_3_0,152101_REF
F_41_01_REF_FINREP_3_0,11472_REF
F_07_01_REF_FINREP_3_0,150822_REF
F_11_01_REF_FINREP_3_0,151450_REF
F_14_00_REF_FINREP_3_0,151785_REF
F_07_01_REF_FINREP_3_0,150578_REF
F_04_08_REF_FINREP_3_0,150359_REF
F_04_08_REF_FINREP_3_0,429527_REF
F_11_02_REF_FINREP_3_0,153362_REF
F_04_09_REF_FINREP_3_0,153077_REF
F_07_01_REF_FINREP_3_0,441732_REF
F_04_08_REF_FINREP_3_0,153480_REF
F_04_08_REF_FINREP_3_0,153435_REF
F_04_09_REF_FINREP_3_0,151712_REF
F_04_08_REF_FINREP_3_0,153493_REF
F_07_02_REF_FINREP_3_0,408805_REF
F_07_01_REF_FINREP_3_0,150798_REF
F_06_01_REF_FINREP_3_0,152371_REF
F_11_02_REF_FINREP_3_0,153313_REF
F_04_08_REF_FINREP_3_0,153524_REF
F_07_02_REF_FINREP_3_0,155431_REF
F_10_00_REF_FINREP_3_0,153243_REF
F_41_01_REF_FINREP_3_0,151859_REF
F_04_08_REF_FINREP_3_0,153419_REF
F_14_00_REF_FINREP_3_0,11491_REF
F_07_01_REF_FINREP_3_0,150832_REF
F_07_01_REF_FINREP_3_0,441736_REF
F_11_02_REF_FINREP_3_0,151611_REF
F_07_01_REF_FINREP_3_0,441698_REF
F_07_01_REF_FINREP_3_0,150583_REF
F_07_01_REF_FINREP_3_0,150565_REF
F_20_02_REF_FINREP_3_0,10906_REF
F_10_00_REF_FINREP_3_0,152026_REF
F_42_00_REF_FINREP_3_0,441775_REF
F_04_10_REF_FINREP_3_0,152107_REF
F_20_01_REF_FINREP_3_0,45910_REF
F_04_08_REF_FINREP_3_0,153463_REF
F_04_10_REF_FINREP_3_0,153182_REF
F_04_09_REF_FINREP_3_0,151724_REF
F_04_07_REF_FINREP_3_0,151778_REF
F_20_02_REF_FINREP_3_0,11484_REF
F_07_02_REF_FINREP_3_0,150687_REF
F_07_02_REF_FINREP_3_0,155384_REF
F_06_01_REF_FINREP_3_0,152564_REF
F_10_00_REF_FINREP_3_0,10698_REF
F_11_01_REF_FINREP_3_0,67339_REF
F_14_00_REF_FINREP_3_0,152016_REF
F_04_10_REF_FINREP_3_0,153147_REF
F_14_00_REF_FINREP_3_0,151796_REF
F_07_02_REF_FINREP_3_0,155381_REF
F_11_01_REF_FINREP_3_0,151373_REF
F_20_01_REF_FINREP_3_0,152722_REF
F_07_02_REF_FINREP_3_0,155393_REF
F_20_02_REF_FINREP_3_0,113169_REF
F_05_01_REF_FINREP_3_0,152601_REF
F_14_00_REF_FINREP_3_0,11374_REF
F_04_10_REF_FINREP_3_0,153160_REF
F_05_01_REF_FINREP_3_0,152414_REF
F_11_02_REF_FINREP_3_0,153399_REF
F_04_10_REF_FINREP_3_0,153183_REF
F_06_01_REF_FINREP_3_0,150860_REF
F_10_00_REF_FINREP_3_0,153266_REF
F_07_01_REF_FINREP_3_0,441721_REF
F_14_00_REF_FINREP_3_0,11134_REF
F_01_02_REF_FINREP_3_0,113175_REF
F_04_10_REF_FINREP_3_0,152112_REF
F_04_10_REF_FINREP_3_0,153179_REF
F_01_01_REF_FINREP_3_0,113155_REF
F_31_01_REF_FINREP_3_0,67907_REF
F_31_01_REF_FINREP_3_0,67825_REF
F_04_09_REF_FINREP_3_0,153116_REF
F_04_06_REF_FINREP_3_0,45922_REF
F_09_02_REF_FINREP_3_0,39676_REF
F_07_01_REF_FINREP_3_0,150817_REF
F_04_08_REF_FINREP_3_0,153497_REF
F_07_01_REF_FINREP_3_0,441737_REF
F_06_01_REF_FINREP_3_0,152532_REF
F_07_01_REF_FINREP_3_0,150600_REF
F_07_01_REF_FINREP_3_0,150633_REF
F_04_10_REF_FINREP_3_0,153192_REF
F_04_08_REF_FINREP_3_0,153445_REF
F_04_09_REF_FINREP_3_0,151727_REF
F_41_01_REF_FINREP_3_0,152062_REF
F_20_01_REF_FINREP_3_0,45911_REF
F_11_01_REF_FINREP_3_0,151541_REF
F_20_01_REF_FINREP_3_0,45683_REF
F_11_01_REF_FINREP_3_0,67342_REF
F_14_00_REF_FINREP_3_0,152012_REF
F_11_02_REF_FINREP_3_0,153340_REF
F_06_01_REF_FINREP_3_0,152568_REF
F_07_02_REF_FINREP_3_0,150681_REF
F_04_07_REF_FINREP_3_0,151773_REF
F_07_02_REF_FINREP_3_0,150700_REF
F_06_01_REF_FINREP_3_0,152369_REF
F_11_01_REF_FINREP_3_0,151512_REF
F_01_01_REF_FINREP_3_0,152875_REF
F_11_02_REF_FINREP_3_0,153381_REF
F_11_02_REF_FINREP_3_0,151605_REF
F_20_01_REF_FINREP_3_0,11477_REF
F_20_01_REF_FINREP_3_0,234414_REF
F_14_00_REF_FINREP_3_0,151978_REF
F_10_00_REF_FINREP_3_0,151913_REF
F_07_02_REF_FINREP_3_0,155365_REF
F_07_01_REF_FINREP_3_0,441750_REF
F_20_01_REF_FINREP_3_0,11800_REF
F_11_02_REF_FINREP_3_0,151324_REF
F_11_01_REF_FINREP_3_0,151482_REF
F_07_02_REF_FINREP_3_0,155398_REF
F_04_10_REF_FINREP_3_0,153177_REF
F_04_09_REF_FINREP_3_0,153126_REF
F_01_01_REF_FINREP_3_0,113160_REF
F_04_10_REF_FINREP_3_0,153205_REF
F_10_00_REF_FINREP_3_0,151003_REF
F_20_01_REF_FINREP_3_0,152853_REF
F_04_08_REF_FINREP_3_0,150479_REF
F_04_10_REF_FINREP_3_0,150350_REF
F_13_01_REF_FINREP_3_0,429449_REF
F_07_01_REF_FINREP_3_0,441679_REF
F_04_08_REF_FINREP_3_0,153492_REF
F_11_02_REF_FINREP_3_0,153386_REF
F_11_02_REF_FINREP_3_0,153347_REF
F_07_02_REF_FINREP_3_0,150690_REF
F_14_00_REF_FINREP_3_0,11013_REF
F_11_01_REF_FINREP_3_0,151439_REF
F_11_02_REF_FINREP_3_0,151348_REF
F_07_02_REF_FINREP_3_0,150907_REF
F_41_01_REF_FINREP_3_0,152270_REF
F_04_10_REF_FINREP_3_0,152117_REF
F_04_08_REF_FINREP_3_0,153459_REF
F_07_01_REF_FINREP_3_0,441733_REF
F_14_00_REF_FINREP_3_0,10992_REF
F_04_09_REF_FINREP_3_0,153062_REF
F_11_02_REF_FINREP_3_0,234385_REF
F_04_09_REF_FINREP_3_0,151650_REF
F_11_02_REF_FINREP_3_0,153385_REF
F_10_00_REF_FINREP_3_0,151920_REF
F_04_10_REF_FINREP_3_0,153140_REF
F_04_10_REF_FINREP_3_0,153163_REF
F_11_01_REF_FINREP_3_0,151574_REF
F_14_00_REF_FINREP_3_0,11263_REF
F_10_00_REF_FINREP_3_0,150999_REF
F_04_09_REF_FINREP_3_0,153064_REF
F_07_01_REF_FINREP_3_0,150586_REF
F_07_01_REF_FINREP_3_0,441689_REF
F_09_01_REF_FINREP_3_0,155898_REF
F_11_02_REF_FINREP_3_0,151388_REF
F_11_02_REF_FINREP_3_0,153332_REF
F_05_01_REF_FINREP_3_0,152421_REF
F_06_01_REF_FINREP_3_0,429367_REF
F_07_01_REF_FINREP_3_0,150643_REF
F_04_10_REF_FINREP_3_0,150344_REF
F_11_01_REF_FINREP_3_0,151359_REF
F_10_00_REF_FINREP_3_0,10696_REF
F_31_01_REF_FINREP_3_0,152153_REF
F_04_10_REF_FINREP_3_0,152076_REF
F_06_01_REF_FINREP_3_0,152507_REF
F_14_00_REF_FINREP_3_0,151737_REF
F_10_00_REF_FINREP_3_0,153244_REF
F_08_02_REF_FINREP_3_0,151847_REF
