CELL_ID,AXIS_ORDINATE_ID
3174761_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0140
3173973_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0050
3175737_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0020
3175869_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0060
3174757_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0160
3174166_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0100
3174808_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0070
3174715_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0140
3174791_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0100
3175339_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0170
3174204_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0110
3173499_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0040
3175339_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0080
3175528_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0220
3174606_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0070
3175236_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0060
3173959_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0050
3175888_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0060
3174064_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0070
3175801_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0040
3173442_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0150
3173594_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0200
3174536_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0150
3173551_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0190
3174444_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0170
3174307_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0130
3174135_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0090
3173551_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0060
3175912_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_3_0170
3172450_REF,FINREP_REF_F_18_01_REF_FINREP 2_9_2_0009
3175152_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0110
3174489_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0010
3173693_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0130
3174198_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0040
3173657_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0200
3175735_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0010
3175777_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0030
3175776_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_3_0090
3173933_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0040
3173704_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0040
3175353_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0090
3174541_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0030
3174186_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0330
3175141_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0200
3174978_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_2_0080
3174978_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0170
3175202_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0180
3175447_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0100
3175641_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_2_0130
3174239_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0120
3175346_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0090
3175255_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0050
3174627_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0060
3173825_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0410
3174739_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0130
3174665_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0040
3175872_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_3_0090
3173926_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0040
3175720_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0010
3173686_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0130
3175814_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0040
3174071_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0070
3173943_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0360
3173987_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0050
3173544_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0060
3174395_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0370
3174120_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0090
3174312_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0130
3173789_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0050
3174799_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0180
3174451_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0170
3173506_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0040
3173735_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0140
3172464_REF,FINREP_REF_F_18_01_REF_FINREP 2_9_3_0040
3173912_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0050
3173555_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0020
3174173_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0100
3175022_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0010
3174130_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0180
3173798_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0010
3174403_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0040
3175664_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_2_0160
3173884_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0180
3175273_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0200
3174298_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0130
3174613_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0070
3174211_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0110
3175979_REF,FINREP_REF_F_24_02_REF_FINREP 2_9_2_0070
3174888_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_2_0040
3173660_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0020
3174681_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0200
3173857_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0020
3175268_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0050
3175129_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0080
3175334_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0120
3174564_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0050
3174406_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0160
3174940_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0190
3174692_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0110
3175661_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_3_0040
3173881_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0150
3174940_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_2_0060
3175794_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0030
3175886_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_3_0230
3173992_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0060
3174616_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0150
3174348_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0140
3175843_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0050
3174026_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0060
3175829_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0040
3173429_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0020
3175644_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_3_0010
3173971_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0050
3175512_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0060
3174195_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0010
3174150_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0380
3175097_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0160
3174185_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0100
3175101_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_2_0140
3174587_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0060
3175659_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_2_0160
3175051_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0100
3174503_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0020
3173564_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0110
3173923_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0160
3175013_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0120
3174371_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0130
3175408_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0170
3174592_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0060
3174830_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0090
3173462_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0020
3174190_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0100
3174766_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0050
3174516_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0020
3174678_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0100
3173928_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0210
3173964_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0050
3175612_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_2_0090
3174545_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0040
3174059_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0070
3175651_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_3_0010
3174507_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0060
3173752_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0100
3174019_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0300
3174583_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0020
3174479_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0170
3173431_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0040
3175059_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0180
3175058_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_2_0120
3172486_REF,FINREP_REF_F_18_01_REF_FINREP 2_9_3_0110
3174413_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0160
3175708_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0010
3175856_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0050
3174641_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0080
3175781_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0030
3173583_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0090
3176636_REF,FINREP_REF_F_47_00_REF_FINREP 2_9_3_0010
3173729_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0150
3173842_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0020
3175809_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_3_0100
3174571_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0050
3175463_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0030
3175583_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_2_0050
3174172_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0190
3173562_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0090
3173924_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0040
3173968_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0200
3172489_REF,FINREP_REF_F_18_01_REF_FINREP 2_9_3_0140
3175722_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0010
3173684_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0130
3174019_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0060
3174439_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0160
3175414_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0230
3172447_REF,FINREP_REF_F_18_01_REF_FINREP 2_9_2_0009
3175257_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0050
3174519_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0180
3175005_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0040
3175047_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0060
3175643_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_2_0130
3174611_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0070
3174213_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0110
3174904_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0030
3174171_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0100
3175857_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_3_0260
3176639_REF,FINREP_REF_F_47_00_REF_FINREP 2_9_3_0040
3173546_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0060
3174122_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0090
3174310_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0130
3174453_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0170
3173504_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0040
3175634_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_3_0050
3170564_REF,FINREP_REF_F_16_08_REF_FINREP 2_9_3_0090
3175556_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_3_0040
3175185_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0010
3175521_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0150
3175816_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0040
3175220_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0130
3175639_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_3_0030
3174642_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0010
3173895_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0290
3174990_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0090
3173985_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0050
3173957_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0090
3173511_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0040
3174446_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0170
3174305_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0130
3174137_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0090
3175889_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_3_0260
3173553_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0060
3174749_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0140
3175137_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0160
3174066_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0070
3175803_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0040
3175367_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0220
3173585_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0110
3174206_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0110
3174604_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0070
3174164_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0100
3173588_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0080
3175475_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0150
3175594_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_2_0060
3175396_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0050
3173436_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0090
3175313_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0140
3175351_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0090
3175285_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0090
3174732_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0110
3174501_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0010
3173681_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0020
3176601_REF,FINREP_REF_F_44_04_REF_FINREP 2_9_2_0009
3174511_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0100
3173691_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0130
3175089_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0080
3175775_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0030
3173931_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0040
3174553_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0120
3174874_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0130
3172452_REF,FINREP_REF_F_18_01_REF_FINREP 2_9_2_0009
3174110_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0390
3174721_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0200
3174595_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0140
3175327_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0080
3174293_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0130
3174618_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0070
3175238_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0080
3175066_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0050
3174027_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0380
3174178_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0100
3175534_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0170
3173594_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0080
3175588_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_2_0060
3173793_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0010
3175234_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0040
3174218_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0240
3174759_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0180
3174755_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0140
3173733_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0120
3172462_REF,FINREP_REF_F_18_01_REF_FINREP 2_9_3_0020
3175769_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0030
3175288_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0120
3174010_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0060
3174663_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0020
3174497_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0010
3174732_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0130
3175953_REF,FINREP_REF_F_24_02_REF_FINREP 2_9_3_0050
3174430_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0160
3173479_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0100
3174486_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0050
3170554_REF,FINREP_REF_F_16_08_REF_FINREP 2_9_3_0110
3174084_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0130
3174966_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_2_0080
3175440_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0030
3173783_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0170
3173861_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0020
3175779_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_3_0120
3175864_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_3_0010
3174973_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_2_0080
3175652_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_2_0150
3174629_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0080
3175355_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0100
3175358_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0090
3175573_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_2_0030
3175860_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0050
3173698_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0130
3174005_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0060
3176642_REF,FINREP_REF_F_47_00_REF_FINREP 2_9_3_0030
3173938_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0040
3175116_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0150
3175730_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_3_0270
3175483_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0140
3172452_REF,FINREP_REF_F_18_01_REF_FINREP 2_9_3_0070
3175600_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_3_0060
3175290_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0140
3174155_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0020
3174425_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0160
3175481_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0210
3174727_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0130
3175946_REF,FINREP_REF_F_24_02_REF_FINREP 2_9_3_0050
3173702_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0020
3174482_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0010
3173841_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0160
3173952_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0050
3175625_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_3_0030
3172477_REF,FINREP_REF_F_18_01_REF_FINREP 2_9_3_0020
3175883_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0060
3175198_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0140
3174572_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0110
3173492_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0040
3173986_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0380
3173852_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0270
3174751_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0100
3174286_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0130
3173898_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0320
3174713_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0120
3175635_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_2_0120
3174520_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0020
3175332_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0080
3173454_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0020
3173786_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0010
3174797_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0160
3174202_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0080
3173581_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0080
3174561_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0200
3175082_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_2_0140
3174045_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0070
3175344_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0220
3175820_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0040
3173463_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0150
3174675_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0140
3174637_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0160
3173978_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0050
3175044_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_2_0120
3174115_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0030
3174114_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0090
3170552_REF,FINREP_REF_F_16_08_REF_FINREP 2_9_3_0090
3175823_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_3_0240
3174465_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0170
3175006_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_2_0100
3175282_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0060
3175249_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0190
3175958_REF,FINREP_REF_F_24_02_REF_FINREP 2_9_2_0040
3175418_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_3_0040
3174664_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_2_0100
3175206_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0020
3173602_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0090
3174225_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0110
3174413_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0140
3174120_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0080
3173777_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0170
3173735_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_2_0150
3175032_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0110
3174847_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_2_0020
3175261_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0050
3175668_REF,FINREP_REF_F_23_06_REF_FINREP 2_9_3_0040
3173801_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0170
3175021_REF,FINREP_REF_F_23_04_REF_FINREP 2_9_3_0200
3174789_REF,FINREP_REF_F_23_03_REF_FINREP 2_9_3_0080
3173799_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0150
3175462_REF,FINREP_REF_F_23_05_REF_FINREP 2_9_2_0140
3172474_REF,FINREP_REF_F_18_01_REF_FINREP 2_9_3_0140
3173725_REF,FINREP_REF_F_23_01_REF_FINREP 2_9_3_0040
3173912_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0040
3175714_REF,FINREP_REF_F_24_01_REF_FINREP 2_9_2_0010
3174385_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0270
3174341_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_2_0140
3174204_REF,FINREP_REF_F_23_02_REF_FINREP 2_9_3_0100
3175932_REF,FINREP_REF_F_24_02_REF_FINREP 2_9_2_0009
